"Time","Z100","Z250","Z350","Z450","Z550","Z650","Z750"
"2019-07-18 18:15:00",3969.55,339.39,282.15,19.84,NA,12.37,12.27
"2019-07-18 18:30:00",3982.95,342.58,283.95,19.85,NA,12.37,12.27
"2019-07-18 18:45:00",3969.83,348.54,284.36,19.91,NA,12.37,12.27
"2019-07-18 19:00:00",3969.55,353.84,288.67,19.95,NA,12.36,12.26
"2019-07-18 19:15:00",3969.79,357.56,290.96,20,NA,12.36,12.27
"2019-07-18 19:30:00",3969.79,360.7,291.75,20.02,NA,12.37,12.25
"2019-07-18 19:45:00",3968.03,365.33,296.68,20.07,NA,12.36,12.27
"2019-07-18 20:00:00",3968.03,368.87,297.77,20.13,NA,12.37,12.3
"2019-07-18 20:15:00",3969.79,372.87,301.73,20.15,NA,12.37,12.3
"2019-07-18 20:30:00",3968.03,375.93,305.48,20.19,NA,12.37,12.27
"2019-07-18 20:45:00",3978.4,378.06,307.61,20.22,NA,12.37,12.27
"2019-07-18 21:00:00",3997.28,381.21,311.15,20.26,NA,12.38,12.25
"2019-07-18 21:15:00",3997.57,382.45,311.15,20.3,NA,12.39,12.23
"2019-07-18 21:30:00",3997.57,388.08,313.28,20.34,NA,12.39,12.23
"2019-07-18 21:45:00",3997.57,392.01,314.65,20.35,NA,12.39,12.23
"2019-07-18 22:00:00",3998.81,395.54,318.67,20.39,NA,12.39,12.23
"2019-07-18 22:15:00",4008.81,396.04,319.67,20.41,NA,12.39,12.25
"2019-07-18 22:30:00",4008.81,398.36,321.27,20.43,NA,12.39,12.25
"2019-07-18 22:45:00",4008.81,401.48,321.92,20.45,NA,12.39,12.2
"2019-07-18 23:00:00",4017.81,404.9,323.13,20.45,NA,12.4,12.22
"2019-07-18 23:15:00",4025.66,407.68,323.83,20.46,NA,12.4,12.22
"2019-07-18 23:30:00",4017.81,414.22,323.83,20.5,NA,12.39,12.2
"2019-07-18 23:45:00",4025.66,415.19,326.13,20.5,NA,12.4,12.22
"2019-07-19 00:00:00",4026.78,417.93,328.36,20.5,NA,12.39,12.24
"2019-07-19 00:15:00",4026.78,419.05,334.44,20.54,NA,12.39,12.26
"2019-07-19 00:30:00",4038.06,421.64,334.44,20.55,NA,12.41,12.28
"2019-07-19 00:45:00",4061.92,423.46,336.61,20.56,NA,12.41,12.28
"2019-07-19 01:00:00",4061.92,426.87,337.65,20.58,NA,12.41,12.26
"2019-07-19 01:15:00",4074.27,429.31,340.09,20.58,NA,12.41,12.26
"2019-07-19 01:30:00",4079.7,433.93,343.45,20.6,NA,12.41,12.28
"2019-07-19 01:45:00",4079.7,437.45,344.25,20.6,NA,12.41,12.26
"2019-07-19 02:00:00",4079.7,439.5,345.44,20.6,NA,12.43,12.26
"2019-07-19 02:15:00",4085.04,441.99,349.49,20.6,NA,12.43,12.22
"2019-07-19 02:30:00",4087.49,442.51,349.97,20.6,NA,12.43,12.22
"2019-07-19 02:45:00",4087.49,444.08,349.89,20.6,NA,12.43,12.22
"2019-07-19 03:00:00",4094.35,447.06,349.97,20.6,NA,12.42,12.28
"2019-07-19 03:15:00",4113.89,449.69,351.82,20.6,NA,12.41,12.28
"2019-07-19 03:30:00",4113.89,455.23,353.49,20.6,NA,12.41,12.28
"2019-07-19 03:45:00",4111.71,456.4,364.63,20.6,NA,12.41,12.28
"2019-07-19 04:00:00",4111.71,460.5,364.63,20.6,NA,12.42,12.28
"2019-07-19 04:15:00",4111.71,464.09,367.22,20.6,NA,12.42,12.27
"2019-07-19 04:30:00",4111.71,466.67,364.63,20.6,NA,12.43,12.22
"2019-07-19 04:45:00",4149.59,468.24,364.77,20.6,NA,12.43,12.2
"2019-07-19 05:00:00",4149.59,468.67,364.77,20.6,NA,12.44,12.2
"2019-07-19 05:15:00",4150.12,470.43,369.25,20.6,NA,12.44,12.2
"2019-07-19 05:30:00",4150.12,474.14,365.02,20.6,NA,12.44,12.22
"2019-07-19 05:45:00",4154.77,475.67,373.06,20.6,NA,12.44,12.24
"2019-07-19 06:00:00",4165.61,477.69,373.06,20.6,NA,12.44,12.24
"2019-07-19 06:15:00",4189.14,478.31,373.06,20.6,NA,12.44,12.27
"2019-07-19 06:30:00",4198.41,486.3,375.67,20.6,NA,12.44,12.27
"2019-07-19 06:45:00",4198.41,487.34,377.71,20.6,NA,12.45,12.27
"2019-07-19 07:00:00",4200.02,491.9,375.67,20.6,NA,12.45,12.27
"2019-07-19 07:15:00",4226.06,496.52,377.71,20.62,NA,12.45,12.27
"2019-07-19 07:30:00",4226.06,496.91,379.91,20.62,NA,12.45,12.27
"2019-07-19 07:45:00",4226.59,499.52,378.72,20.64,NA,12.45,12.28
"2019-07-19 08:00:00",4226.59,500.17,379.91,20.68,NA,12.45,12.29
"2019-07-19 08:15:00",4231.48,503.52,383.18,20.68,NA,12.45,12.3
"2019-07-19 08:30:00",4243.15,506.25,386.97,20.68,NA,12.45,12.3
"2019-07-19 08:45:00",4243.15,507.49,387.8,20.7,NA,12.45,12.3
"2019-07-19 09:00:00",4218.99,511.49,391.59,20.7,NA,12.45,12.3
"2019-07-19 09:15:00",4218.99,518.52,392.67,20.72,NA,12.45,12.3
"2019-07-19 09:30:00",4218.99,521.09,394.52,20.76,NA,12.44,12.3
"2019-07-19 09:45:00",4216.38,526.19,398.06,20.8,NA,12.44,12.3
"2019-07-19 10:00:00",4216.38,530.3,399.81,20.84,NA,12.44,12.3
"2019-07-19 10:15:00",4216.38,533.99,411.38,20.88,NA,12.44,12.3
"2019-07-19 10:30:00",4216.38,535.27,413.67,20.9,NA,12.44,12.3
"2019-07-19 10:45:00",4216.38,538.86,420.41,20.93,NA,12.44,12.3
"2019-07-19 11:00:00",4204.37,541.66,422.63,20.97,NA,12.44,12.3
"2019-07-19 11:15:00",4177.72,546.41,424.96,21.05,NA,12.45,12.3
"2019-07-19 11:30:00",4174.95,550.96,425.16,21.1,NA,12.44,12.3
"2019-07-19 11:45:00",4168.25,560.16,428.08,21.15,NA,12.43,12.3
"2019-07-19 12:00:00",4168.25,563.58,430.92,21.2,NA,12.43,12.3
"2019-07-19 12:15:00",4168.25,568.26,433.85,21.26,NA,12.43,12.3
"2019-07-19 12:30:00",4168.25,572.85,434.12,21.34,NA,12.43,12.3
"2019-07-19 12:45:00",4168.25,577.35,440.79,21.39,NA,12.42,12.3
"2019-07-19 13:00:00",4157.13,578.83,445.57,21.43,NA,12.41,12.3
"2019-07-19 13:15:00",4157.13,585.88,449.35,21.49,NA,12.41,12.3
"2019-07-19 13:30:00",4150.67,594.19,450.21,21.59,NA,12.41,12.3
"2019-07-19 13:45:00",4149.07,606.55,458.63,21.64,NA,12.41,12.3
"2019-07-19 14:00:00",4147.02,608.89,460.37,21.72,NA,12.41,12.3
"2019-07-19 14:15:00",4120.35,613.59,468.04,21.8,NA,12.41,12.3
"2019-07-19 14:30:00",4100.7,617.08,471.23,21.89,NA,12.41,12.3
"2019-07-19 14:45:00",4093.58,621.74,477.82,21.98,NA,12.41,12.3
"2019-07-19 15:00:00",4077.15,626.55,478.45,22.02,NA,12.41,12.3
"2019-07-19 15:15:00",4058.06,635.14,484.42,22.11,NA,12.4,12.3
"2019-07-19 15:30:00",4057.21,637.81,485.61,22.16,NA,12.4,12.3
"2019-07-19 15:45:00",4050.2,645.52,487.08,22.26,NA,12.4,12.3
"2019-07-19 16:00:00",4042.73,650.7,496.28,22.28,NA,12.4,12.3
"2019-07-19 16:15:00",4028.26,661.19,498.39,22.38,NA,12.4,12.3
"2019-07-19 16:30:00",4020.34,661.96,501.02,22.4,NA,12.4,12.3
"2019-07-19 16:45:00",4016.75,666.07,504.66,22.47,NA,12.4,12.3
"2019-07-19 17:00:00",4020.34,668.82,506.53,22.52,NA,12.4,12.3
"2019-07-19 17:15:00",4023.26,671.8,509.71,22.57,NA,12.4,12.3
"2019-07-19 17:30:00",4020.34,674.87,521.01,22.62,NA,12.4,12.32
"2019-07-19 17:45:00",4013.7,681.01,521.01,22.65,NA,12.4,12.37
"2019-07-19 18:00:00",4013.7,683.8,527.71,22.7,NA,12.4,12.37
"2019-07-19 18:15:00",3996.22,688.93,530.74,22.7,NA,12.4,12.38
"2019-07-19 18:30:00",3995.74,699.69,530.74,22.72,NA,12.4,12.4
"2019-07-19 18:45:00",3989,707.35,530.74,22.78,NA,12.4,12.4
"2019-07-19 19:00:00",3995.74,712.15,537.17,22.8,NA,12.4,12.4
"2019-07-19 19:15:00",3995.74,715.95,535.71,22.84,NA,12.4,12.4
"2019-07-19 19:30:00",3995.74,718.51,537.17,22.84,NA,12.4,12.4
"2019-07-19 19:45:00",3996.84,721.21,542.05,22.84,NA,12.4,12.4
"2019-07-19 20:00:00",3996.84,724.7,550.34,22.88,NA,12.4,12.4
"2019-07-19 20:15:00",4009.68,726.11,550.93,22.91,NA,12.4,12.4
"2019-07-19 20:30:00",4009.68,729.25,553.02,22.93,NA,12.4,12.4
"2019-07-19 20:45:00",4010.62,729.42,556.23,22.93,NA,12.4,12.4
"2019-07-19 21:00:00",4010.62,732.75,557.12,22.94,NA,12.4,12.4
"2019-07-19 21:15:00",4010.8,737.36,557.12,22.95,NA,12.4,12.4
"2019-07-19 21:30:00",4010.8,738.15,557.12,22.96,NA,12.4,12.4
"2019-07-19 21:45:00",4008.15,743.32,558.02,22.96,NA,12.4,12.4
"2019-07-19 22:00:00",4008.15,746.86,568.15,22.96,NA,12.4,12.4
"2019-07-19 22:15:00",4005.67,753.94,568.15,22.97,NA,12.4,12.4
"2019-07-19 22:30:00",4002.31,756.73,561.66,22.97,NA,12.4,12.4
"2019-07-19 22:45:00",4005.67,766.76,561.66,22.96,NA,12.4,12.4
"2019-07-19 23:00:00",4002.31,770.82,567.02,22.96,NA,12.4,12.4
"2019-07-19 23:15:00",4002.14,779.27,567.02,22.98,NA,12.4,12.4
"2019-07-19 23:30:00",4002.31,783.2,567.02,22.98,NA,12.4,12.4
"2019-07-19 23:45:00",4002.14,784.98,567.22,22.98,NA,12.4,12.4
"2019-07-20 00:00:00",4002.14,786.1,567.22,22.98,NA,12.4,12.4
"2019-07-20 00:15:00",4001.36,789.49,568.88,22.98,NA,12.4,12.4
"2019-07-20 00:30:00",3993.96,790.4,569.37,22.98,NA,12.4,12.4
"2019-07-20 00:45:00",3993.96,791.65,576.47,22.96,NA,12.4,12.4
"2019-07-20 01:00:00",3999.86,796.29,577.88,22.96,NA,12.4,12.4
"2019-07-20 01:15:00",3994.16,798.62,577.88,22.95,NA,12.4,12.4
"2019-07-20 01:30:00",3999.86,801.24,579.08,22.94,NA,12.4,12.4
"2019-07-20 01:45:00",4003.83,803.85,579.72,22.94,NA,12.4,12.4
"2019-07-20 02:00:00",4011.46,808.29,579.72,22.94,NA,12.4,12.4
"2019-07-20 02:15:00",4011.46,809.02,582.83,22.93,NA,12.4,12.4
"2019-07-20 02:30:00",4024.32,815.19,583.48,22.92,NA,12.4,12.4
"2019-07-20 02:45:00",4011.46,820.07,583.48,22.92,NA,12.4,12.4
"2019-07-20 03:00:00",4009.61,827.24,583.48,22.92,NA,12.4,12.4
"2019-07-20 03:15:00",4009.61,834.9,587.02,22.91,NA,12.4,12.4
"2019-07-20 03:30:00",4009.61,839.3,582.2,22.91,NA,12.4,12.4
"2019-07-20 03:45:00",4007.81,845.08,581.73,22.91,NA,12.4,12.4
"2019-07-20 04:00:00",4009.61,851.05,582.2,22.9,NA,12.4,12.4
"2019-07-20 04:15:00",4019.76,855.18,583.06,22.9,NA,12.4,12.4
"2019-07-20 04:30:00",4007.81,857.83,583.06,22.9,NA,12.4,12.4
"2019-07-20 04:45:00",4014.25,860.69,591.69,22.89,NA,12.4,12.4
"2019-07-20 05:00:00",4014.25,863.07,591.69,22.89,NA,12.4,12.4
"2019-07-20 05:15:00",4013.44,866.82,591.53,22.86,NA,12.4,12.4
"2019-07-20 05:30:00",4008.43,867.38,591.69,22.86,NA,12.4,12.4
"2019-07-20 05:45:00",4008.43,868.44,591.53,22.86,NA,12.4,12.4
"2019-07-20 06:00:00",4008.43,870.39,587.58,22.86,NA,12.4,12.4
"2019-07-20 06:15:00",4002.21,873.26,587.58,22.86,NA,12.4,12.4
"2019-07-20 06:30:00",3999.96,875.36,592.4,22.86,NA,12.4,12.4
"2019-07-20 06:45:00",3992.22,876.24,592.05,22.86,NA,12.4,12.4
"2019-07-20 07:00:00",3999.96,879.39,592.05,22.87,NA,12.4,12.4
"2019-07-20 07:15:00",3984.33,881.7,594.3,22.89,NA,12.4,12.4
"2019-07-20 07:30:00",3980.24,885.06,592.05,22.9,NA,12.4,12.4
"2019-07-20 07:45:00",3980.24,887.31,592.05,22.91,NA,12.4,12.4
"2019-07-20 08:00:00",3980.24,889.55,600.05,22.95,NA,12.4,12.4
"2019-07-20 08:15:00",3980.24,891.79,600.89,22.99,NA,12.4,12.4
"2019-07-20 08:30:00",3989.25,897.05,600.89,23.02,NA,12.4,12.4
"2019-07-20 08:45:00",3989.25,903.2,600.89,23.05,NA,12.4,12.4
"2019-07-20 09:00:00",3978.2,907.38,601.15,23.06,NA,12.4,12.4
"2019-07-20 09:15:00",3976.88,914.78,601.15,23.08,NA,12.4,12.4
"2019-07-20 09:30:00",3976.88,917.15,605.1,23.1,NA,12.4,12.4
"2019-07-20 09:45:00",3971.5,926.72,605.1,23.1,NA,12.4,12.4
"2019-07-20 10:00:00",3967.2,933.19,605.38,23.14,NA,12.4,12.4
"2019-07-20 10:15:00",3971.5,937.93,616.32,23.16,NA,12.4,12.4
"2019-07-20 10:30:00",3982.52,938.18,620.35,23.18,NA,12.4,12.4
"2019-07-20 10:45:00",3971.5,942.01,622.36,23.22,NA,12.4,12.4
"2019-07-20 11:00:00",3967.2,942.21,622.73,23.32,NA,12.4,12.4
"2019-07-20 11:15:00",3961.44,948.1,624.53,23.32,NA,12.4,12.4
"2019-07-20 11:30:00",3961.44,950.08,624.53,23.32,NA,12.4,12.4
"2019-07-20 11:45:00",3961.44,955.15,624.53,23.32,NA,12.39,12.4
"2019-07-20 12:00:00",3958.13,957.01,624.08,23.32,NA,12.39,12.4
"2019-07-20 12:15:00",3967.5,957.59,624.08,23.32,NA,12.39,12.4
"2019-07-20 12:30:00",3979.44,959.37,621.87,23.32,NA,12.39,12.4
"2019-07-20 12:45:00",3979.44,959.91,621.87,23.33,NA,12.39,12.4
"2019-07-20 13:00:00",3979.44,965.89,623.54,23.33,NA,12.39,12.4
"2019-07-20 13:15:00",3979.44,966.74,623.78,23.34,NA,12.39,12.4
"2019-07-20 13:30:00",3945.75,967,623.78,23.37,NA,12.39,12.4
"2019-07-20 13:45:00",3932.34,968.25,625.53,23.43,NA,12.39,12.4
"2019-07-20 14:00:00",3914.33,970.62,627.44,23.46,NA,12.39,12.4
"2019-07-20 14:15:00",3911.01,972.72,631.61,23.5,NA,12.39,12.4
"2019-07-20 14:30:00",3907.14,974.91,633.84,23.51,NA,12.39,12.4
"2019-07-20 14:45:00",3906.38,977.56,634.67,23.53,NA,12.38,12.4
"2019-07-20 15:00:00",3891.09,980.25,636.67,23.61,NA,12.38,12.4
"2019-07-20 15:15:00",3855.59,981.9,636.67,23.64,NA,12.38,12.4
"2019-07-20 15:30:00",3854.4,985.12,637.93,23.69,NA,12.38,12.4
"2019-07-20 15:45:00",3854.4,986.12,637.97,23.76,NA,12.38,12.4
"2019-07-20 16:00:00",3849.51,990.16,639.66,23.82,NA,12.38,12.4
"2019-07-20 16:15:00",3849.51,990.36,639.66,23.87,NA,12.38,12.4
"2019-07-20 16:30:00",3841.64,990.8,639.66,23.91,NA,12.38,12.4
"2019-07-20 16:45:00",3835.67,991.64,647.3,23.96,NA,12.38,12.4
"2019-07-20 17:00:00",3824.82,994.22,648.87,24.03,NA,12.38,12.4
"2019-07-20 17:15:00",3824.82,994.84,649.38,24.1,NA,12.37,12.4
"2019-07-20 17:30:00",3832.75,996.56,650.09,24.11,NA,12.38,12.4
"2019-07-20 17:45:00",3832.75,999.08,650.6,24.15,NA,12.37,12.4
"2019-07-20 18:00:00",3832.75,999.98,653.68,24.2,NA,12.37,12.4
"2019-07-20 18:15:00",3832.75,1000.14,654.16,24.23,NA,12.37,12.4
"2019-07-20 18:30:00",3827,1002.19,656.56,24.26,NA,12.36,12.4
"2019-07-20 18:45:00",3827,1003.28,657.16,24.26,NA,12.36,12.4
"2019-07-20 19:00:00",3827,1003.4,657.55,24.27,NA,12.36,12.4
"2019-07-20 19:15:00",3825.49,1003.53,657.84,24.28,NA,12.36,12.4
"2019-07-20 19:30:00",3835.11,1003.53,658.39,24.3,NA,12.36,12.4
"2019-07-20 19:45:00",3835.11,1003.53,658.5,24.3,NA,12.36,12.4
"2019-07-20 20:00:00",3832.22,1004.31,661.25,24.3,NA,12.36,12.4
"2019-07-20 20:15:00",3832.22,1003.53,661.44,24.3,NA,12.36,12.4
"2019-07-20 20:30:00",3844.68,1003.85,662.65,24.3,NA,12.36,12.4
"2019-07-20 20:45:00",3850.12,1003.94,663.53,24.3,NA,12.35,12.4
"2019-07-20 21:00:00",3851.98,1003.85,663.62,24.3,NA,12.35,12.4
"2019-07-20 21:15:00",3869.98,1002.42,664.2,24.29,NA,12.35,12.4
"2019-07-20 21:30:00",3869.98,1002.42,664.61,24.25,NA,12.35,12.4
"2019-07-20 21:45:00",3875.95,998.62,664.87,24.22,NA,12.34,12.4
"2019-07-20 22:00:00",3876.89,998.08,668.42,24.2,NA,12.34,12.4
"2019-07-20 22:15:00",3880.25,997.78,668.42,24.19,NA,12.34,12.4
"2019-07-20 22:30:00",3905.72,996.99,669.2,24.18,NA,12.34,12.4
"2019-07-20 22:45:00",3917.09,994.98,669.2,24.16,NA,12.33,12.4
"2019-07-20 23:00:00",3917.09,994.89,670.28,24.16,NA,12.33,12.4
"2019-07-20 23:15:00",3917.09,994.34,670.33,24.15,NA,12.33,12.4
"2019-07-20 23:30:00",3923.14,992.32,670.91,24.13,NA,12.33,12.4
"2019-07-20 23:45:00",3923.14,991.23,671.09,24.1,NA,12.32,12.4
"2019-07-21 00:00:00",3918.15,991.23,671.74,24.06,NA,12.32,12.4
"2019-07-21 00:15:00",3923.14,989.23,671.74,24.06,NA,12.31,12.4
"2019-07-21 00:30:00",3930.52,987.28,672.1,24.05,NA,12.31,12.4
"2019-07-21 00:45:00",3927.02,987.18,672.1,24.03,NA,12.31,12.4
"2019-07-21 01:00:00",3930.52,985.72,672.45,24,NA,12.3,12.4
"2019-07-21 01:15:00",3932.08,984.53,672.61,24,NA,12.3,12.4
"2019-07-21 01:30:00",3944.65,983.4,674.14,23.97,NA,12.3,12.4
"2019-07-21 01:45:00",3952.53,981.55,674.14,23.94,NA,12.3,12.4
"2019-07-21 02:00:00",3952.53,979.79,672.75,23.93,NA,12.3,12.43
"2019-07-21 02:15:00",3965.2,979.79,674.14,23.91,NA,12.3,12.4
"2019-07-21 02:30:00",3952.8,978.8,675.16,23.89,NA,12.3,12.41
"2019-07-21 02:45:00",3966.77,978.37,675.16,23.87,NA,12.3,12.41
"2019-07-21 03:00:00",3978.1,978.37,675.16,23.84,NA,12.3,12.4
"2019-07-21 03:15:00",3978.26,976.78,675.16,23.84,NA,12.3,12.4
"2019-07-21 03:30:00",3978.26,976.32,675.16,23.8,NA,12.3,12.4
"2019-07-21 03:45:00",3988.13,975.65,676.33,23.8,NA,12.3,12.4
"2019-07-21 04:00:00",3990.57,974.14,676.33,23.8,NA,12.3,12.43
"2019-07-21 04:15:00",3990.57,971.99,675.17,23.77,NA,12.3,12.43
"2019-07-21 04:30:00",3990.57,971.63,675.17,23.74,NA,12.3,12.44
"2019-07-21 04:45:00",3990.57,969.72,675.17,23.74,NA,12.3,12.44
"2019-07-21 05:00:00",3996.54,968.89,673.68,23.73,NA,12.3,12.45
"2019-07-21 05:15:00",3996.54,968.89,673.21,23.68,NA,12.3,12.45
"2019-07-21 05:30:00",3996.54,968.4,673.68,23.68,NA,12.3,12.45
"2019-07-21 05:45:00",4015.67,967.23,675.29,23.67,NA,12.3,12.47
"2019-07-21 06:00:00",4005.6,964.59,673.68,23.66,NA,12.3,12.48
"2019-07-21 06:15:00",3999.8,964.22,673.21,23.66,NA,12.3,12.49
"2019-07-21 06:30:00",4005.6,964.02,673.78,23.65,NA,12.3,12.49
"2019-07-21 06:45:00",4010.08,963.84,672.11,23.65,NA,12.3,12.48
"2019-07-21 07:00:00",4005.6,961.32,672.02,23.64,NA,12.3,12.48
"2019-07-21 07:15:00",4003.58,960.91,672.02,23.64,NA,12.3,12.48
"2019-07-21 07:30:00",4003.58,960.8,671.05,23.63,NA,12.3,12.47
"2019-07-21 07:45:00",3996.45,958.01,669.22,23.63,NA,12.3,12.47
"2019-07-21 08:00:00",3996.45,956.47,671.05,23.63,NA,12.3,12.48
"2019-07-21 08:15:00",3985.12,956.47,671.05,23.62,NA,12.3,12.49
"2019-07-21 08:30:00",3985.12,956.47,670.72,23.62,NA,12.3,12.5
"2019-07-21 08:45:00",3962.85,955.32,670.72,23.62,NA,12.3,12.5
"2019-07-21 09:00:00",3961.81,953.23,671.81,23.63,NA,12.3,12.49
"2019-07-21 09:15:00",3936.9,953.2,670.75,23.64,NA,12.3,12.5
"2019-07-21 09:30:00",3936.9,950.46,670.75,23.64,NA,12.3,12.5
"2019-07-21 09:45:00",3929.29,949.79,670.75,23.66,NA,12.3,12.5
"2019-07-21 10:00:00",3936.9,946.36,670.34,23.68,NA,12.3,12.5
"2019-07-21 10:15:00",3936.9,946.31,670.34,23.7,NA,12.3,12.5
"2019-07-21 10:30:00",3926.89,945.31,670.34,23.77,NA,12.3,12.5
