"Time","Z100","Z250","Z350","Z450","Z550","Z650","Z750"
"2019-07-19 07:00:00",7.75,3.2,2.7,6.16,11.15,13.12,15.4
"2019-07-19 07:15:00",7.74,3.2,2.69,6.16,11.15,13.11,15.4
"2019-07-19 07:30:00",7.74,3.2,2.69,6.16,11.15,13.11,15.4
"2019-07-19 07:45:00",7.74,3.21,2.69,6.16,11.15,13.11,15.4
"2019-07-19 08:00:00",7.74,3.21,2.7,6.16,11.15,13.11,15.4
"2019-07-19 08:15:00",7.74,3.21,2.7,6.16,11.15,13.1,15.4
"2019-07-19 08:30:00",7.74,3.21,2.7,6.15,11.15,13.1,15.4
"2019-07-19 08:45:00",7.73,3.21,2.7,6.15,11.15,13.1,15.4
"2019-07-19 09:00:00",7.73,3.21,2.7,6.15,11.15,13.1,15.4
"2019-07-19 09:15:00",7.73,3.19,2.7,6.14,11.15,13.1,15.4
"2019-07-19 09:30:00",7.73,3.19,2.7,6.11,11.15,13.1,15.4
"2019-07-19 09:45:00",7.73,3.19,2.69,6.1,11.15,13.1,15.4
"2019-07-19 10:00:00",7.73,3.18,2.69,6.08,11.15,13.1,15.4
"2019-07-19 10:15:00",7.73,3.17,2.69,6.07,11.15,13.1,15.4
"2019-07-19 10:30:00",7.73,3.17,2.69,6.03,11.15,13.1,15.4
"2019-07-19 10:45:00",7.73,3.17,2.69,6.02,11.14,13.1,15.4
"2019-07-19 11:00:00",7.73,3.17,2.69,6,11.14,13.1,15.4
"2019-07-19 11:15:00",7.73,3.16,2.69,6,11.14,13.1,15.39
"2019-07-19 11:30:00",7.73,3.16,2.69,6,11.12,13.1,15.38
"2019-07-19 11:45:00",7.73,3.16,2.69,5.98,11.12,13.1,15.36
"2019-07-19 12:00:00",7.73,3.16,2.67,5.97,11.11,13.1,15.35
"2019-07-19 12:15:00",7.73,3.17,2.67,5.93,11.09,13.1,15.35
"2019-07-19 12:30:00",7.73,3.17,2.67,5.91,11.06,13.1,15.35
"2019-07-19 12:45:00",7.73,3.17,2.65,5.9,11.05,13.1,15.35
"2019-07-19 13:00:00",7.73,3.17,2.65,5.9,11.05,13.1,15.32
"2019-07-19 13:15:00",7.72,3.17,2.63,5.89,11.05,13.1,15.31
"2019-07-19 13:30:00",7.72,3.16,2.63,5.86,11.05,13.1,15.3
"2019-07-19 13:45:00",7.71,3.16,2.62,5.85,11.04,13.1,15.3
"2019-07-19 14:00:00",7.71,3.16,2.61,5.84,11.04,13.1,15.3
"2019-07-19 14:15:00",7.71,3.16,2.6,5.8,11.04,13.1,15.3
"2019-07-19 14:30:00",7.71,3.16,2.6,5.8,11.04,13.1,15.3
"2019-07-19 14:45:00",7.71,3.16,2.6,5.8,11.02,13.1,15.3
"2019-07-19 15:00:00",7.72,3.17,2.6,5.8,11.02,13.1,15.3
"2019-07-19 15:15:00",7.72,3.17,2.6,5.8,11.02,13.09,15.3
"2019-07-19 15:30:00",7.72,3.15,2.62,5.79,11.01,13.07,15.3
"2019-07-19 15:45:00",7.74,3.15,2.6,5.78,11.01,13.07,15.3
"2019-07-19 16:00:00",7.74,3.15,2.6,5.78,11.01,13.07,15.3
"2019-07-19 16:15:00",7.74,3.15,2.6,5.8,11,13.07,15.3
"2019-07-19 16:30:00",7.74,3.15,2.6,5.8,11,13.07,15.3
"2019-07-19 16:45:00",7.74,3.16,2.6,5.81,11.01,13.07,15.3
"2019-07-19 17:00:00",7.74,3.16,2.61,5.81,11.01,13.06,15.3
"2019-07-19 17:15:00",7.74,3.16,2.62,5.81,11.01,13.06,15.3
"2019-07-19 17:30:00",7.74,3.16,2.63,5.8,11.01,13.06,15.3
"2019-07-19 17:45:00",7.74,3.16,2.63,5.8,11,13.06,15.3
"2019-07-19 18:00:00",7.74,3.18,2.63,5.8,11,13.05,15.3
"2019-07-19 18:15:00",7.74,3.17,2.62,5.82,11,13.05,15.3
"2019-07-19 18:30:00",7.74,3.17,2.62,5.84,11,13.05,15.3
"2019-07-19 18:45:00",7.74,3.17,2.62,5.84,11,13.05,15.3
"2019-07-19 19:00:00",7.74,3.17,2.62,5.86,11,13.06,15.3
"2019-07-19 19:15:00",7.74,3.17,2.62,5.86,11,13.06,15.3
"2019-07-19 19:30:00",7.74,3.17,2.63,5.86,11,13.06,15.3
"2019-07-19 19:45:00",7.74,3.16,2.63,5.86,11,13.06,15.3
"2019-07-19 20:00:00",7.74,3.16,2.63,5.86,11,13.05,15.3
"2019-07-19 20:15:00",7.74,3.16,2.63,5.86,11,13.05,15.3
"2019-07-19 20:30:00",7.73,3.16,2.63,5.86,11.01,13.05,15.3
"2019-07-19 20:45:00",7.72,3.16,2.63,5.86,11.01,13.05,15.3
"2019-07-19 21:00:00",7.72,3.17,2.63,5.86,11.01,13.05,15.3
"2019-07-19 21:15:00",7.73,3.17,2.65,5.86,11.01,13.05,15.3
"2019-07-19 21:30:00",7.73,3.17,2.65,5.86,11.02,13.05,15.3
"2019-07-19 21:45:00",7.73,3.17,2.65,5.86,11.02,13.05,15.3
"2019-07-19 22:00:00",7.74,3.19,2.65,5.86,11.03,13.05,15.3
"2019-07-19 22:15:00",7.74,3.19,2.65,5.86,11.03,13.05,15.3
"2019-07-19 22:30:00",7.74,3.2,2.65,5.86,11.03,13.05,15.3
"2019-07-19 22:45:00",7.74,3.2,2.66,5.87,11.03,13.05,15.3
"2019-07-19 23:00:00",7.74,3.2,2.67,5.88,11.03,13.05,15.3
"2019-07-19 23:15:00",7.73,3.2,2.68,5.89,11.04,13.05,15.3
"2019-07-19 23:30:00",7.72,3.2,2.68,5.89,11.04,13.05,15.3
"2019-07-19 23:45:00",7.72,3.18,2.68,5.89,11.04,13.05,15.3
"2019-07-20 00:00:00",7.72,3.18,2.68,5.92,11.04,13.05,15.3
"2019-07-20 00:15:00",7.72,3.2,2.68,5.93,11.04,13.05,15.3
"2019-07-20 00:30:00",7.72,3.21,2.68,5.93,11.04,13.05,15.3
"2019-07-20 00:45:00",7.72,3.21,2.68,5.93,11.04,13.05,15.3
"2019-07-20 01:00:00",7.71,3.21,2.68,5.93,11.05,13.05,15.3
"2019-07-20 01:15:00",7.71,3.21,2.69,5.93,11.05,13.05,15.3
"2019-07-20 01:30:00",7.71,3.21,2.69,5.93,11.05,13.05,15.3
"2019-07-20 01:45:00",7.71,3.19,2.69,5.94,11.05,13.05,15.3
"2019-07-20 02:00:00",7.72,3.17,2.69,5.94,11.05,13.05,15.3
"2019-07-20 02:15:00",7.72,3.19,2.7,5.94,11.05,13.05,15.3
"2019-07-20 02:30:00",7.72,3.19,2.69,5.94,11.05,13.05,15.3
"2019-07-20 02:45:00",7.72,3.2,2.7,5.94,11.05,13.05,15.3
"2019-07-20 03:00:00",7.72,3.21,2.7,5.94,11.05,13.05,15.3
"2019-07-20 03:15:00",7.72,3.22,2.69,5.95,11.05,13.05,15.3
"2019-07-20 03:30:00",7.72,3.23,2.69,5.95,11.05,13.05,15.3
"2019-07-20 03:45:00",7.71,3.23,2.69,5.95,11.05,13.05,15.3
"2019-07-20 04:00:00",7.71,3.23,2.69,5.95,11.05,13.05,15.3
"2019-07-20 04:15:00",7.7,3.22,2.7,5.95,11.05,13.05,15.3
"2019-07-20 04:30:00",7.7,3.19,2.7,5.95,11.05,13.05,15.3
"2019-07-20 04:45:00",7.7,3.19,2.7,5.95,11.05,13.05,15.3
"2019-07-20 05:00:00",7.7,3.22,2.7,5.95,11.06,13.05,15.3
"2019-07-20 05:15:00",7.7,3.22,2.7,5.96,11.05,13.05,15.3
"2019-07-20 05:30:00",7.7,3.22,2.7,5.96,11.05,13.05,15.3
"2019-07-20 05:45:00",7.7,3.22,2.7,5.96,11.05,13.05,15.3
"2019-07-20 06:00:00",7.7,3.22,2.7,5.96,11.05,13.05,15.3
"2019-07-20 06:15:00",7.68,3.22,2.7,5.96,11.05,13.05,15.3
"2019-07-20 06:30:00",7.68,3.22,2.7,5.96,11.05,13.05,15.3
"2019-07-20 06:45:00",7.7,3.22,2.7,5.95,11.05,13.05,15.3
"2019-07-20 07:00:00",7.7,3.22,2.7,5.94,11.05,13.05,15.3
"2019-07-20 07:15:00",7.7,3.22,2.7,5.94,11.05,13.05,15.3
"2019-07-20 07:30:00",7.7,3.22,2.71,5.94,11.06,13.05,15.3
"2019-07-20 07:45:00",7.68,3.22,2.71,5.93,11.06,13.05,15.3
"2019-07-20 08:00:00",7.68,3.22,2.7,5.92,11.05,13.05,15.3
"2019-07-20 08:15:00",7.68,3.22,2.7,5.92,11.05,13.05,15.3
"2019-07-20 08:30:00",7.68,3.22,2.7,5.92,11.05,13.05,15.3
"2019-07-20 08:45:00",7.68,3.22,2.7,5.92,11.05,13.05,15.3
"2019-07-20 09:00:00",7.7,3.22,2.7,5.92,11.05,13.05,15.3
"2019-07-20 09:15:00",7.7,3.22,2.7,5.92,11.04,13.05,15.3
"2019-07-20 09:30:00",7.7,3.22,2.7,5.92,11.04,13.05,15.3
"2019-07-20 09:45:00",7.7,3.22,2.7,5.92,11.04,13.05,15.3
"2019-07-20 10:00:00",7.69,3.22,2.7,5.92,11.04,13.05,15.3
"2019-07-20 10:15:00",7.69,3.22,2.7,5.91,11.04,13.05,15.3
"2019-07-20 10:30:00",7.69,3.22,2.69,5.91,11.04,13.05,15.3
"2019-07-20 10:45:00",13.65,3.22,2.7,5.92,11.04,13.05,15.3
"2019-07-20 11:00:00",15,3.23,2.69,5.92,11.03,13.05,15.3
"2019-07-20 11:15:00",15,3.24,2.7,5.92,11.03,13.05,15.3
"2019-07-20 11:30:00",15,3.27,2.7,5.92,11.03,13.05,15.3
"2019-07-20 11:45:00",14.76,3.28,2.7,5.92,11.03,13.05,15.3
"2019-07-20 12:00:00",14.6,3.28,2.7,5.92,11.02,13.05,15.3
"2019-07-20 12:15:00",14.47,3.28,2.7,5.92,11.02,13.05,15.3
"2019-07-20 12:30:00",14.34,3.28,2.7,5.92,11.02,13.05,15.3
"2019-07-20 12:45:00",14.34,3.28,2.7,5.92,11.02,13.05,15.3
"2019-07-20 13:00:00",14.34,3.29,2.7,5.92,11.01,13.05,15.3
"2019-07-20 13:15:00",14.63,3.34,2.71,5.92,11.01,13.05,15.3
"2019-07-20 13:30:00",14.71,3.34,2.71,5.92,11,13.05,15.3
"2019-07-20 13:45:00",14.71,3.34,2.71,5.92,11,13.05,15.3
"2019-07-20 14:00:00",14.71,3.34,2.71,5.91,11,13.05,15.3
"2019-07-20 14:15:00",14.57,3.34,2.71,5.9,11,13.05,15.3
"2019-07-20 14:30:00",14.48,3.34,2.71,5.9,11,13.05,15.3
"2019-07-20 14:45:00",14.39,3.37,2.71,5.9,11,13.05,15.3
"2019-07-20 15:00:00",14.28,3.38,2.71,5.9,11,13.05,15.3
"2019-07-20 15:15:00",14.21,3.39,2.71,5.9,11,13.05,15.28
"2019-07-20 15:30:00",14.06,3.39,2.71,5.9,11,13.05,15.25
"2019-07-20 15:45:00",13.96,3.39,2.72,5.86,11,13.05,15.24
"2019-07-20 16:00:00",13.86,3.39,2.72,5.85,11,13.05,15.23
"2019-07-20 16:15:00",13.73,3.39,2.72,5.84,11,13.05,15.23
"2019-07-20 16:30:00",13.67,3.39,2.72,5.84,11,13.05,15.22
"2019-07-20 16:45:00",13.56,3.39,2.71,5.83,11,13.05,15.21
"2019-07-20 17:00:00",13.46,3.39,2.71,5.82,11,13.05,15.21
"2019-07-20 17:15:00",13.39,3.4,2.71,5.82,11,13.05,15.21
"2019-07-20 17:30:00",13.27,3.4,2.73,5.82,11,13.04,15.2
"2019-07-20 17:45:00",13.24,3.4,2.73,5.82,10.99,13.03,15.2
"2019-07-20 18:00:00",13.11,3.4,2.73,5.82,10.99,13.03,15.2
"2019-07-20 18:15:00",13.05,3.4,2.72,5.82,10.98,13.03,15.2
"2019-07-20 18:30:00",13.01,3.4,2.72,5.82,10.98,13.02,15.2
"2019-07-20 18:45:00",12.91,3.4,2.72,5.82,10.96,13.01,15.2
"2019-07-20 19:00:00",12.85,3.4,2.72,5.82,10.96,13,15.2
"2019-07-20 19:15:00",12.81,3.4,2.73,5.82,10.96,13,15.2
"2019-07-20 19:30:00",12.74,3.4,2.73,5.81,10.96,13,15.2
"2019-07-20 19:45:00",12.7,3.4,2.73,5.82,10.96,13,15.2
"2019-07-20 20:00:00",12.68,3.44,2.73,5.82,10.96,13,15.2
"2019-07-20 20:15:00",12.64,3.44,2.73,5.82,10.96,13,15.2
"2019-07-20 20:30:00",12.63,3.45,2.72,5.82,10.95,12.99,15.2
"2019-07-20 20:45:00",12.6,3.45,2.72,5.84,10.95,12.99,15.2
"2019-07-20 21:00:00",12.54,3.45,2.72,5.87,10.95,12.99,15.19
"2019-07-20 21:15:00",12.53,3.45,2.73,5.87,10.95,12.99,15.19
"2019-07-20 21:30:00",12.52,3.45,2.73,5.87,10.95,12.99,15.19
"2019-07-20 21:45:00",12.46,3.45,2.74,5.87,10.95,12.99,15.19
"2019-07-20 22:00:00",12.45,3.45,2.74,5.87,10.95,12.98,15.19
"2019-07-20 22:15:00",12.45,3.45,2.74,5.88,10.94,12.98,15.19
"2019-07-20 22:30:00",12.44,3.45,2.73,5.88,10.94,12.97,15.18
"2019-07-20 22:45:00",12.41,3.45,2.73,5.88,10.93,12.97,15.18
"2019-07-20 23:00:00",12.39,3.45,2.73,5.88,10.93,12.97,15.18
"2019-07-20 23:15:00",12.34,3.45,2.73,5.88,10.92,12.97,15.18
"2019-07-20 23:30:00",12.32,3.45,2.73,5.88,10.91,12.97,15.18
"2019-07-20 23:45:00",12.32,3.45,2.74,5.88,10.91,12.97,15.18
"2019-07-21 00:00:00",12.28,3.45,2.74,5.89,10.9,12.97,15.19
"2019-07-21 00:15:00",12.26,3.45,2.74,5.89,10.9,12.97,15.19
"2019-07-21 00:30:00",12.25,3.45,2.74,5.89,10.9,12.97,15.19
"2019-07-21 00:45:00",12.24,3.45,2.75,5.89,10.9,12.96,15.19
"2019-07-21 01:00:00",12.23,3.45,2.76,5.89,10.9,12.96,15.19
"2019-07-21 01:15:00",12.22,3.45,2.75,5.9,10.9,12.96,15.17
"2019-07-21 01:30:00",12.19,3.45,2.75,5.9,10.9,12.96,15.17
"2019-07-21 01:45:00",12.12,3.45,2.74,5.9,10.9,12.96,15.18
"2019-07-21 02:00:00",12.12,3.45,2.74,5.9,10.9,12.96,15.18
"2019-07-21 02:15:00",12.11,3.45,2.74,5.9,10.9,12.96,15.18
"2019-07-21 02:30:00",12.1,3.45,2.74,5.92,10.9,12.96,15.18
"2019-07-21 02:45:00",12.08,3.45,2.74,5.93,10.9,12.96,15.18
"2019-07-21 03:00:00",12.07,3.45,2.75,5.94,10.9,12.95,15.17
"2019-07-21 03:15:00",12.04,3.46,2.76,5.94,10.91,12.94,15.17
"2019-07-21 03:30:00",12.04,3.48,2.76,5.94,10.91,12.94,15.18
"2019-07-21 03:45:00",12.02,3.5,2.77,5.94,10.91,12.93,15.17
"2019-07-21 04:00:00",12.02,3.5,2.77,5.94,10.91,12.93,15.17
"2019-07-21 04:15:00",12.01,3.5,2.77,5.95,10.91,12.93,15.18
"2019-07-21 04:30:00",11.98,3.5,2.78,5.95,10.91,12.93,15.18
"2019-07-21 04:45:00",11.94,3.5,2.78,5.95,10.92,12.92,15.18
"2019-07-21 05:00:00",11.94,3.5,2.78,5.95,10.92,12.92,15.18
"2019-07-21 05:15:00",11.9,3.5,2.78,5.95,10.92,12.91,15.18
"2019-07-21 05:30:00",11.89,3.5,2.77,5.95,10.93,12.91,15.18
"2019-07-21 05:45:00",11.88,3.5,2.77,5.95,10.93,12.91,15.18
"2019-07-21 06:00:00",11.86,3.5,2.77,5.95,10.93,12.91,15.18
"2019-07-21 06:15:00",11.84,3.5,2.78,5.95,10.91,12.91,15.18
"2019-07-21 06:30:00",11.81,3.5,2.78,5.95,10.91,12.91,15.18
"2019-07-21 06:45:00",11.8,3.5,2.78,5.95,10.91,12.9,15.17
"2019-07-21 07:00:00",11.78,3.5,2.78,5.95,10.9,12.9,15.17
"2019-07-21 07:15:00",11.77,3.5,2.78,5.95,10.9,12.9,15.17
"2019-07-21 07:30:00",11.71,3.5,2.78,5.96,10.9,12.9,15.16
"2019-07-21 07:45:00",11.7,3.5,2.78,5.96,10.9,12.9,15.16
"2019-07-21 08:00:00",11.69,3.5,2.78,5.96,10.9,12.89,15.16
"2019-07-21 08:15:00",11.65,3.5,2.78,5.96,10.9,12.89,15.16
"2019-07-21 08:30:00",11.57,3.5,2.78,5.95,10.9,12.89,15.15
"2019-07-21 08:45:00",11.56,3.5,2.78,5.95,10.9,12.88,15.14
"2019-07-21 09:00:00",11.53,3.5,2.78,5.95,10.9,12.88,15.13
"2019-07-21 09:15:00",11.49,3.5,2.78,5.95,10.9,12.88,15.13
"2019-07-21 09:30:00",11.44,3.5,2.76,5.95,10.89,12.88,15.13
"2019-07-21 09:45:00",11.4,3.5,2.76,5.95,10.89,12.88,15.12
"2019-07-21 10:00:00",11.38,3.5,2.76,5.95,10.88,12.88,15.12
"2019-07-21 10:15:00",11.31,3.5,2.76,5.95,10.88,12.88,15.11
"2019-07-21 10:30:00",11.3,3.5,2.76,5.92,10.87,12.88,15.1
"2019-07-21 10:45:00",11.23,3.5,2.77,5.92,10.86,12.88,15.1
"2019-07-21 11:00:00",11.2,3.5,2.76,5.89,10.85,12.88,15.1
"2019-07-21 11:15:00",11.16,3.5,2.77,5.88,10.84,12.88,15.1
